clean_text,translated_text,subjektivitas,polaritas,sentimen
sangat menggangu..tidak bagus,very annoying..not good,0.45000000000000007,0.44999999999999996,positif
terdepan transportasi online,at the forefront of online transportation,0.0,0.0,netral
"kemarin saya pesen gojek di cancelin sama driver nya, pesen gocar dicancelin sampe 4x emang sih posisi nya abis hujan tapi kok pada gitu ya driver nya? udah pada kaya kah drivernya sampe ga butuh? alhasil hp mati pulang jalan kaki gimana ga kesel coba? mohon diperbaiki lagi","yesterday i ordered a go-jek and the driver canceled it, the order for the go-car was canceled up to 4 times, but it was in the right position after it was raining, but why was the driver like that? is the driver already so rich that it doesn't need it? as a result, the cellphone died, how could i go home and not be annoyed? please fix it again",0.6952380952380951,0.08690476190476189,positif
kok saya isi token listrik sampe 2 hari kode tokenya blm masuk juga,how come i filled in the electricity token for 2 days and the token code hasn't arrived yet,0.9,0.4,positif
so far sangat memudahkan,so far it's very easy,1.0,0.33166666666666667,positif
mantap👍👍👍🔥,solid 👍👍👍🔥,0.1,0.0,netral
d'best lah pokonya 😅👍,d'best is the point 😅👍,0.3,1.0,positif
kurang sigap,less alert,0.06666666666666667,-0.16666666666666666,negatif
tepat waktu & bnyak diskonx...tingkatkan terus ya pelayananx,on time and lots of discounts...keep improving the service,0.0,0.0,netral
mengganggu,bother,0.0,0.0,netral
gimana caranya saya mau hapus akun gojek secara permanen?,how do i want to delete my gojek account permanently?,0.0,0.0,netral
aplikasinya mantab.,the application is great.,0.75,0.8,positif
mantap,solid,0.1,0.0,netral
iklanya sangat menggangu mohon dihapus,"the ad is very annoying, please delete it",1.0,-1.0,negatif
"dapat drivernya skarang lama banget, pdahal pake yg expres d go food tpi bsa 75 mnit baru dpt driver","it takes a long time to get a driver now, even though the express package at go food can take 75 minutes before you get a driver.",0.4,-0.05,negatif
meh,meh,0.0,0.0,netral
keren puooll,really cool,0.65,0.35,positif
jos,if,0.0,0.0,netral
okay,okay,0.5,0.5,positif
oke bnged,very bnged,0.3,0.2,positif
ok sih tapi diskon voucher nya kurang banyak,"ok, but the voucher discount isn't much",0.35,0.35,positif
mohon di tinjak lanjuti atas nama alvin rochmansyah putra nomor plat w2116ndh . . masak ongkos gojek sudah saya kasih tunai dari saya terus di kasih anak saya soalnya gak tau malah di ambil juga . . saya bukan tentan nominalnya tapi tentang kejujurannya sekarang saya chat drivernya gak bisa mohon segera di tindak,"please follow up on behalf of alvin rochmansyah putra with plate number w2116ndh. . i gave the gojek fare in cash from me and then gave it to my child because he didn't know, but he took it too. . i'm not talking about the nominal, but about honesty, now i chat with the driver, i can't, please take action immediately",0.1,0.1,positif
"bukan pake hemat pun sekali mesan gofood lama x hampir 40-50 menit paket hemat gofood malah hampir 1 jam, sak habis waktu makan siang baru datang","even though i didn't use the economical one, the gofood order took a long time, almost 40-50 minutes, the gofood economical package actually took almost 1 hour, it was almost time for lunch to arrive",0.5750000000000001,0.1375,positif
sangat membantu,very helpful,0.3,0.2,positif
ini pertama kali saya pakai gojek tapi kenapa email saya sudah terdaftarkan padahal saya tidak pernah pakai aplikasi ini,this is my first time using gojek but why is my email already registered even though i have never used this application,0.3333333333333333,0.25,positif
transfer ke beberapa bank status menunggu bikin kesel,"transfers to several banks, the waiting status makes you annoyed",0.4,-0.2,negatif
terima kasih sanggat membantu,thank you very helpful,0.3,0.2,positif
saya puas dg drivernya,i am satisfied with the driver,1.0,0.5,positif
"pakai gojek kl lagi ke kota sj, maklum tinggal di desa, alhamdulillah sejauh ini selalu memberikan yg terbaik","i only use gojek when i'm in the city, i know i live in the village, thank god so far it always gives the best",0.7,0.3090909090909091,positif
seperti nya semua org mudah daftar gopay walau pakai nomor dan data org lain,it seems like everyone can easily register for gopay even if they use someone else's number and data,0.8333333333333334,0.43333333333333335,positif
semakin mudah dan praktis,easier and more practical,0.5,0.5,positif
mantap,solid,0.1,0.0,netral
godd,god,0.0,0.0,netral
memudahkan terlaksananya sebuah perjalanan tanpa harus merepotkan orang lain,makes it easier to carry out a trip without having to bother other people,0.375,-0.125,negatif
senang,like,0.0,0.0,netral
"gojek, iya dong","gojek, yes",0.0,0.0,netral
the best,the best,0.3,1.0,positif
bagus bagus😁😁,good good😁😁,0.6000000000000001,0.7,positif
top,top,0.5,0.5,positif
baik,good,0.6000000000000001,0.7,positif
bagus,good,0.6000000000000001,0.7,positif
"mahal, lebih baik pakai aplikasi maxim","expensive, better use the maxim application",0.6,0.0,netral
bagus.,good.,0.6000000000000001,0.7,positif
membantu sihh,it's helpful,0.0,0.0,netral
sangat membantu,very helpful,0.3,0.2,positif
"kadang lama nyari drivernya, malah pernah gak dapat. maka udah malam, tapi untuk aplikasinya kadang suka lemot. mohon di perbaiki ya, saya selalu gak dapat² driver, walau udah milih yang hargan yang mahal. terima kasih","sometimes i look for a driver for a long time, but i never get one. then it's late, but the application sometimes seems slow. please fix it, i always can't get a driver, even though i choose one with an expensive price. thank you",0.5249999999999999,-0.2875,negatif
"bagus, sopan","nice, polite",1.0,0.6,positif
"klian atur dulu driver kalian, suka suka aja klo bawa kendaraan, sama bawa massa, kalah angkot klian buat ya, suka hati driver aja, apk bagus, sdm g bagus...","you can arrange your driver first, you like it if you drive a vehicle, it's the same if you take the mass, if you lose the transportation, you just like the driver, the apk is good, the hr is not good...",0.41458333333333336,0.15,positif
mantap,solid,0.1,0.0,netral
grab mobil sering bgt smpe setengah jam cari driver. kendala aplikasi atau drivernya kah,grab a car so often that it takes half an hour to look for a driver. is there a problem with the application or driver?,0.16666666666666666,-0.16666666666666666,negatif
aman menjaga keselamatan pengguna,safe and secure for users,0.55,0.45,positif
mantap,solid,0.1,0.0,netral
apk tranportasi bagus,good transportation apk,0.6000000000000001,0.7,positif
ok,ok,0.5,0.5,positif
ujan2 mas gojek mau ambil pesenan 👍,mr. gojek wants to take the order 👍,0.1,0.2,positif
meringankan beban para orang2 yg gak puxa kendaraan mobil,lighten the burden on people who don't have cars,0.0,0.0,netral
sangat membantu,very helpful,0.3,0.2,positif
mantapppppp,greatppppp,0.0,0.0,netral
go bisa batalin pesanan padahal ke pnct minimal ada tanda apakah kami yakin bukan sekali klikk jirr. minimal masuk in pw dlu kalo ke. pnct gini kan yg rugi customer mana mahal,"go can cancel the order even though there is at least a sign on pnct, are we sure it's not just a single click? at least log in to pw first if you go. it's pnct like this that loses customers which is expensive",0.43378684807256235,-0.10306122448979592,negatif
kurirnya ramah.. datangnya cepat alias ga pake lama.. terima kasih go-food,"the courier was friendly... it came quickly, it didn't take long... thank you go-food",0.4666666666666666,0.21944444444444441,positif
cepat dan sangat membantu,fast and very helpful,0.44999999999999996,0.2,positif
kasih promo yang banyak dong 😁,"give me lots of promos, bro 😁",0.0,0.0,netral
good,good,0.6000000000000001,0.7,positif
"cepat, tepat, efisien.","fast, precise, efficient.",0.7,0.30000000000000004,positif
mending naik tetanggaku dah ga kaku ky gojek,"it's better if my neighbor rides, it's not stiff like a gojek",0.5,0.30357142857142855,positif
"kalo mau kasih voucher ke mitranya jgn voucher di bawah 50rb dong,masa sama mitra perhitungan,kasih voucher min 500rb lah,kan gaji karyawan gojek sebagian dari hasil potongan dari mitra","if you want to give a voucher to a partner, don't give a voucher under 50 thousand, the calculation partner is the same, give a voucher of at least 500 thousand, the gojek employee's salary is partly from the deduction from the partner",0.2625,-0.15,negatif
mantap,solid,0.1,0.0,netral
bagus semuanya,all good,0.6000000000000001,0.7,positif
"tolong adain nomer kontak drivernya dong, krna kalo di aplikasi gaada bukti terkirim nya susah nyari + ngahubungin drivernya, apalagi mau coba chat di gojek juga udah ga bisa, padahal baru 1x24 jam","please provide the driver's contact number, because if there's no proof of delivery in the application, it's difficult to find + contact the driver, especially if you want to try to chat on gojek, you can't, even though it's only been 1 x 24 hours.",1.0,-0.16666666666666666,negatif
bagus pelayanannya,good service,0.6000000000000001,0.7,positif
mantap,solid,0.1,0.0,netral
"mantap 👍,untuk aplikasi pesan-memesan gak usah diragukan lagi,emang top 👌","great 👍, for an ordering application, there's no need to doubt it, it's really top 👌",0.625,0.65,positif
tidak baik,not good,0.6000000000000001,-0.35,negatif
"gara"" aplikasi aplikasi gojek aq hapus dah🤕🤕","because ""gojek application application i delete dah🤕🤕",0.0,0.0,netral
gk bisa masuk,can't enter,0.0,0.0,netral
mantap,solid,0.1,0.0,netral
service yg bagus,good service,0.6000000000000001,0.7,positif
ok,ok,0.5,0.5,positif
"mulut ojolnya gak disekolahin, dicancel ya karna ada alesannya kan. ngapain marah marah pake ngatain goblog lg ke customer. tolong dong disekolahin lg tuh ojol ojolnya biar tau attitude","the ojol's mouth is not in school, it is canceled because there is a reason, right? why are you angry with the customer? please let him go to school again so that he can know the attitude",0.7678571428571428,-0.10714285714285715,negatif
best,best,0.3,1.0,positif
dimana mana ada mudah menggunakan nya 😀,"it's easy to use everywhere, 😀",0.8333333333333334,0.43333333333333335,positif
"pesan gocar xl malah dikasih mobil kecil. gak jelas ini aplikasi gak jujur. perbaiki itu sistemnya, jangan sembarangan nentuin jenis mobil.","ordered a gocar xl but was given a small car. it's not clear that this application is dishonest. improve the system, don't just choose the type of car carelessly.",0.5458333333333333,-0.275,negatif
csnya boot ditanya jawabannya itu lagi2,"when the cs boots up, the answer is asked again",0.0,0.0,netral
selalu ada jalan,there is always a way,0.0,0.0,netral
nice,nice,1.0,0.6,positif
"sayang sekali pelayanan gojek tidak merespon dengan baik laporan yang saya kirimkan terkait kendala yang saya alami. saya melaporkan perihal uang saya yang belum di refund hingga saat ini. saya melakukan pemesanan gocar sebanyak 4 kali dengan pembayaran debit, keempatnya di cancel namun uang saya tetap tidak kembali hingga saat ini dan diminta menunggu 14 hari kerja tanpa ada tindakan lanjut, kemudian saya diminta konfirmasi ke pihak bank, namun dikatakan bahwa saya harus konfirmasi ke gojek.","it's a shame that the gojek service did not respond well to the report i sent regarding the problems i experienced. i reported about my money which has not been refunded to date. i ordered gocar 4 times with debit payments, all four times were canceled but my money still hasn't been returned until now and i was asked to wait 14 working days without any further action, then i was asked to confirm with the bank, but they said that i had to confirm with gojek .",0.5,0.3,positif
